Tyear,Transect,Date,Year,Round,Species,0,5,10,15,20,25,30,35,40,45,Total,Average,SPECIAL
I08_2021_2,I08,4/21,2021,2,CASEXS,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
I08_2021_2,I08,4/21,2021,2,SONOLE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
I08_2021_2,I08,4/21,2021,2,SALAPI,0.000,0.000,49.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,49.000,8.909,0
I40_2021_2,I40,4/21,2021,2,EROBRA,0.000,0.000,6.000,0.000,0.000,0.000,0.000,3.000,0.000,0.000,9.000,1.636,0
I40_2021_2,I40,4/21,2021,2,SISBEL,0.000,0.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.545,0
I40_2021_2,I40,4/21,2021,2,HYPGLA,0.000,0.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.545,0
I40_2021_2,I40,4/21,2021,2,SALMEL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
I40_2021_2,I40,4/21,2021,2,CASEXS,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
I40_2021_2,I40,4/21,2021,2,SOLXAN,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
IRC08_2021_2,IRC08,04/26,2021,2,EROCIC,0.000,5.000,13.000,1.000,4.000,14.000,0.000,2.000,5.000,27.000,71.000,12.909,0
IRC08_2021_2,IRC08,04/26,2021,2,EUCCHR,22.000,9.000,40.000,6.000,1.000,10.000,34.000,42.000,0.000,7.000,171.000,31.091,0
IRC08_2021_2,IRC08,04/26,2021,2,CALMAC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
IRC08_2021_2,IRC08,04/26,2021,2,BRANIG,0.000,0.000,0.000,0.000,0.000,97.000,0.000,13.000,27.000,0.000,137.000,24.909,0
IRC08_2021_2,IRC08,04/26,2021,2,MEDPOL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
IRC08_2021_2,IRC08,04/26,2021,2,PHAPAR,0.000,0.000,3.000,2.000,8.000,4.000,0.000,0.000,0.000,0.000,17.000,3.091,0
IRC08_2021_2,IRC08,04/26,2021,2,PHACIC,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,2.000,0.364,0
IRC08_2021_2,IRC08,04/26,2021,2,MIRLAE,0.000,0.000,0.000,10.000,0.000,0.000,0.000,0.000,0.000,0.000,10.000,1.818,0
IRC08_2021_2,IRC08,04/26,2021,2,SONOLE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
IRC08_2021_2,IRC08,04/26,2021,2,MED,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
IRC08_2021_2,IRC08,04/26,2021,2,CAMMIC,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.364,0
IRC08_2021_2,IRC08,04/26,2021,2,CALSPL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
IRC08_2021_2,IRC08,04/26,2021,2,SALCOL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
IRC08_2021_2,IRC08,04/26,2021,2,EMMPEN,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
I02_2021_2,I02,04/27,2021,2,EROCIC,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,7.000,9.000,1.636,0
I02_2021_2,I02,04/27,2021,2,HIRINC,16.000,0.000,3.000,11.000,0.000,3.000,8.000,19.000,2.000,0.000,62.000,11.273,0
I02_2021_2,I02,04/27,2021,2,SONOLE,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.182,0
I02_2021_2,I02,04/27,2021,2,SONOLE,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.182,0
I02_2021_2,I02,04/27,2021,2,CALSPL,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.182,0
I02_2021_2,I02,04/27,2021,2,ACMGLA,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,2.000,0.364,0
I02_2021_2,I02,04/27,2021,2,SALMEL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
I02_2021_2,I02,04/27,2021,2,SISBEL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
I02_2021_2,I02,04/27,2021,2,DICCAP,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
I02_2021_2,I02,04/27,2021,2,HYPGLA,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.182,0
I02_2021_2,I02,04/27,2021,2,TRILAN,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
I02_2021_2,I02,04/27,2021,2,CALMAC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
GYP09_2021_2,GYP09,04/27,2021,2,SALMEL,0.000,0.000,0.000,0.000,25.000,38.000,0.000,0.000,0.000,0.000,63.000,11.455,0
GYP09_2021_2,GYP09,04/27,2021,2,ESCCAL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
GYP09_2021_2,GYP09,04/27,2021,2,EROCIC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
GYP09_2021_2,GYP09,04/27,2021,2,KECANT,0.000,7.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.000,1.273,0
GYP09_2021_2,GYP09,04/27,2021,2,PHACIC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
GYP09_2021_2,GYP09,04/27,2021,2,CALMAC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.182,0
GYP09_2021_2,GYP09,04/27,2021,2,ADEFAS,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
GYP09_2021_2,GYP09,04/27,2021,2,ERICON,0.000,16.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16.000,2.909,0
GYP09_2021_2,GYP09,04/27,2021,2,HIRINC,7.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.000,1.273,0
GYP09_2021_2,GYP09,04/27,2021,2,PHOAUR,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
GYP01_2021_3,GYP01,04/28,2021,3,BRANIG,0.000,5.000,0.000,0.000,12.000,29.000,47.000,0.000,0.000,23.000,116.000,21.091,0
GYP01_2021_3,GYP01,04/28,2021,3,ESCCAL,0.000,1.000,0.000,0.000,1.000,3.000,0.000,0.000,0.000,0.000,5.000,0.909,0
GYP01_2021_3,GYP01,04/28,2021,3,EUCCHR,0.000,0.000,0.000,17.000,0.000,0.000,0.000,0.000,0.000,0.000,17.000,3.091,0
GYP01_2021_3,GYP01,04/28,2021,3,SOLXAN,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
GYP01_2021_3,GYP01,04/28,2021,3,DICCAP,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,3.000,0.000,5.000,0.909,0
GYP01_2021_3,GYP01,04/28,2021,3,EROCIC,0.000,0.000,1.000,0.000,2.000,6.000,1.000,0.000,0.000,1.000,11.000,2.000,0
GYP01_2021_3,GYP01,04/28,2021,3,EROBRA,0.000,0.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.545,0
GYP01_2021_3,GYP01,04/28,2021,3,PHACIC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
GYP01_2021_3,GYP01,04/28,2021,3,MICLIN,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
GYP01_2021_3,GYP01,04/28,2021,3,SONOLE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.182,0
GYP01_2021_3,GYP01,04/28,2021,3,ANAARV,0.000,0.000,1.000,0.000,0.000,4.000,0.000,0.000,0.000,0.000,5.000,0.909,0
GYP01_2021_3,GYP01,04/28,2021,3,HIRINC,0.000,0.000,0.000,0.000,37.000,0.000,0.000,0.000,0.000,0.000,37.000,6.727,0
GYP01_2021_3,GYP01,04/28,2021,3,GILANG,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.182,0
GYP01_2021_3,GYP01,04/28,2021,3,ACMGLA,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
GYP01_2021_3,GYP01,04/28,2021,3,SALMEL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
GYP01_2021_3,GYP01,04/28,2021,3,KECANT,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
GYP01_2021_3,GYP01,04/28,2021,3,CALMAC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
GYP08_2021_3,GYP08,04/28,2021,3,SALMEL,0.000,15.000,0.000,0.000,25.000,0.000,0.000,0.000,0.000,0.000,40.000,7.273,0
GYP08_2021_3,GYP08,04/28,2021,3,SALAPI,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
GYP08_2021_3,GYP08,04/28,2021,3,SISBEL,0.000,0.000,0.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.545,0
GYP08_2021_3,GYP08,04/28,2021,3,GILANG,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
GYP08_2021_3,GYP08,04/28,2021,3,PHACIC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
GYP08_2021_3,GYP08,04/28,2021,3,LASCAL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
GYP08_2021_3,GYP08,04/28,2021,3,CALMAC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
GYP08_2021_3,GYP08,04/28,2021,3,CALSPL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
IRC01_2021_3,IRC01,04/29,2021,3,EUCCHR,123.000,4.000,0.000,6.000,30.000,98.000,10.000,0.000,10.000,12.000,293.000,53.273,0
IRC01_2021_3,IRC01,04/29,2021,3,EROCIC,0.000,0.000,0.000,6.000,2.000,7.000,4.000,7.000,0.000,3.000,29.000,5.273,0
IRC01_2021_3,IRC01,04/29,2021,3,CALCAT,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.182,0
IRC01_2021_3,IRC01,04/29,2021,3,ANAARV,13.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,5.000,0.000,20.000,3.636,0
IRC01_2021_3,IRC01,04/29,2021,3,DICCAP,8.000,4.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,14.000,2.545,0
IRC01_2021_3,IRC01,04/29,2021,3,BRANIG,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
IRC01_2021_3,IRC01,04/29,2021,3,SOLXAN,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,2.000,0.364,0
IRC01_2021_3,IRC01,04/29,2021,3,SILGAL,0.000,0.000,2.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.727,0
BD21_2021_3,BD21,04/30,2021,3,SALMEL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,201.000,17.000,218.000,39.636,0
BD21_2021_3,BD21,04/30,2021,3,KECANT,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
IRC23_2021_3,IRC23,04/30,2021,3,CALMAC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.182,0
IRC23_2021_3,IRC23,04/30,2021,3,EROCIC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,8.000,9.000,1.636,0
IRC23_2021_3,IRC23,04/30,2021,3,ENCCAL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,26.000,0.000,2.000,28.000,5.091,0
IRC23_2021_3,IRC23,04/30,2021,3,PHAPAR,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
IRC23_2021_3,IRC23,04/30,2021,3,BRANIG,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
IRC23_2021_3,IRC23,04/30,2021,3,CRYMUR,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
IRC23_2021_3,IRC23,04/30,2021,3,CALCAT,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
IRC23_2021_3,IRC23,04/30,2021,3,CALSPL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
IRC23_2021_3,IRC23,04/30,2021,3,MIRLAE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
IRC23_2021_3,IRC23,04/30,2021,3,ESCCAL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
I14_2021_3,I14,05/03,2021,3,SONOLE,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,2.000,0.364,0
I14_2021_3,I14,05/03,2021,3,ESCCAL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
I14_2021_3,I14,05/03,2021,3,BRANIG,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,22.000,0.000,23.000,4.182,0
I14_2021_3,I14,05/03,2021,3,ERIFAS,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
I14_2021_3,I14,05/03,2021,3,ACMGLA,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
I14_2021_3,I14,05/03,2021,3,CASEXS,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
I14_2021_3,I14,05/03,2021,3,EROCIC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.182,0
I14_2021_3,I14,05/03,2021,3,DEIFAS,0.000,0.000,7.000,0.000,0.000,2.000,1.000,0.000,0.000,0.000,10.000,1.818,0
I15_2021_3,I15,05/03,2021,3,BRANIG,0.000,0.000,0.000,0.000,60.000,7.000,0.000,0.000,0.000,0.000,67.000,12.182,0
I15_2021_3,I15,05/03,2021,3,SALMEL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
I15_2021_3,I15,05/03,2021,3,ACMGLA,0.000,0.000,0.000,0.000,0.000,3.000,0.000,0.000,0.000,0.000,3.000,0.545,0
I15_2021_3,I15,05/03,2021,3,CALMAC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
I15_2021_3,I15,05/03,2021,3,EROCIC,0.000,0.000,0.000,0.000,2.000,1.000,0.000,0.000,0.000,0.000,3.000,0.545,0
SS05_2021_3,SS05,05/04,2021,3,BRANIG,33.000,0.000,3.000,3.000,0.000,0.000,0.000,0.000,0.000,41.000,80.000,14.545,0
SS05_2021_3,SS05,05/04,2021,3,CRYMUR,660.000,0.000,31.000,0.000,2.000,0.000,0.000,0.000,16.000,170.000,879.000,159.818,0
SS05_2021_3,SS05,05/04,2021,3,MIRLAE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
SS05_2021_3,SS05,05/04,2021,3,CALMAC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
SS05_2021_3,SS05,05/04,2021,3,EROCIC,0.000,5.000,0.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,8.000,1.455,0
SS05_2021_3,SS05,05/04,2021,3,ENCCAL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
SS05_2021_3,SS05,05/04,2021,3,CASEXS,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
SS05_2021_3,SS05,05/04,2021,3,EMMPEN,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.182,0
SS05_2021_3,SS05,05/04,2021,3,CALSPL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
SS05_2021_3,SS05,05/04,2021,3,DICCAP,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
SS05_2021_3,SS05,05/04,2021,3,EROBOT,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
SS05_2021_3,SS05,05/04,2021,3,BRATOU,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.182,0
BKR10_2021_3,BKR10,05/04,2021,3,SALMEL,0.000,0.000,0.000,0.000,400.000,0.000,0.000,0.000,0.000,0.000,400.000,72.727,0
BKR10_2021_3,BKR10,05/04,2021,3,SOLXAN,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
BKR10_2021_3,BKR10,05/04,2021,3,EROBRA,2.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.545,0
BKR10_2021_3,BKR10,05/04,2021,3,BRANIG,0.000,0.000,0.000,0.000,2.000,17.000,0.000,0.000,0.000,0.000,19.000,3.455,0
BKR10_2021_3,BKR10,05/04,2021,3,ERIFAS,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
BKR10_2021_3,BKR10,05/04,2021,3,SILMAR,0.000,0.000,0.000,0.000,5.000,0.000,0.000,0.000,0.000,0.000,5.000,0.909,0
GYP02_2021_3,GYP02,05/06,2021,3,SALMEL,0.000,0.000,0.000,5.000,0.000,0.000,0.000,0.000,0.000,39.000,44.000,8.000,0
GYP02_2021_3,GYP02,05/06,2021,3,SCRCAL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,104.000,0.000,104.000,18.909,0
GYP02_2021_3,GYP02,05/06,2021,3,ERICON,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
GYP02_2021_3,GYP02,05/06,2021,3,CALMAC,0.000,0.000,0.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.545,0
GYP02_2021_3,GYP02,05/06,2021,3,PSECAL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
GYP02_2021_3,GYP02,05/06,2021,3,ERICAL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
GYP02_2021_3,GYP02,05/06,2021,3,ENCCAL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
GYP02_2021_3,GYP02,05/06,2021,3,BRANIG,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
GYP04_2021_3,GYP04,05/06,2021,3,KECANT,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15.000,0.000,0.000,15.000,2.727,0
GYP04_2021_3,GYP04,05/06,2021,3,ERICAL,146.000,114.000,15.000,2.000,0.000,0.000,0.000,19.000,0.000,0.000,296.000,53.818,0
GYP04_2021_3,GYP04,05/06,2021,3,SALMEL,0.000,0.000,21.000,0.000,25.000,1.000,40.000,0.000,0.000,0.000,87.000,15.818,0
GYP04_2021_3,GYP04,05/06,2021,3,ACMGLA,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
SS03_2021_3,SS03,05/07,2021,3,EROBOT,9.000,9.000,15.000,11.000,4.000,4.000,0.000,0.000,2.000,6.000,60.000,10.909,0
SS03_2021_3,SS03,05/07,2021,3,OSMTEN,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,5.000,0.909,0
SS03_2021_3,SS03,05/07,2021,3,BRANIG,0.000,24.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,24.000,4.364,0
SS03_2021_3,SS03,05/07,2021,3,CALSPL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
SS03_2021_3,SS03,05/07,2021,3,EROCIC,0.000,0.000,0.000,0.000,0.000,0.000,13.000,19.000,0.000,0.000,32.000,5.818,0
SS03_2021_3,SS03,05/07,2021,3,CALMAC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.182,0
SS03_2021_3,SS03,05/07,2021,3,CRYMUR,0.000,0.000,0.000,0.000,83.000,0.000,0.000,0.000,0.000,0.000,83.000,15.091,0
SS03_2021_3,SS03,05/07,2021,3,EMMPEN,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
SS03_2021_3,SS03,05/07,2021,3,DICCAP,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
SS04_2021_3,SS04,05/07,2021,3,CALMAC,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.182,0
SS04_2021_3,SS04,05/07,2021,3,DICCAP,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.545,0
SS04_2021_3,SS04,05/07,2021,3,EMMPEN,14.000,8.000,69.000,28.000,0.000,0.000,0.000,0.000,0.000,0.000,119.000,21.636,0
SS04_2021_3,SS04,05/07,2021,3,EROBRA,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
SS04_2021_3,SS04,05/07,2021,3,GILANG,0.000,2.000,6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.000,1.455,0
SS04_2021_3,SS04,05/07,2021,3,ANAARV,0.000,4.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.000,1.455,0
SS04_2021_3,SS04,05/07,2021,3,BRANIG,0.000,240.000,23.000,270.000,0.000,38.000,0.000,0.000,0.000,0.000,571.000,103.818,24
SS04_2021_3,SS04,05/07,2021,3,PHAPAR,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
SS04_2021_3,SS04,05/07,2021,3,EROCIC,0.000,0.000,2.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,4.000,0.727,0
SS04_2021_3,SS04,05/07,2021,3,CALSPL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
SS04_2021_3,SS04,05/07,2021,3,CRYMUR,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
SS04_2021_3,SS04,05/07,2021,3,SALMEL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.000,11.000,2.000,0
SS04_2021_3,SS04,05/07,2021,3,ACMGLA,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
I40_2021_3,I40,05/10,2021,3,DEIFAS,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,48.000,49.000,8.909,0
I40_2021_3,I40,05/10,2021,3,ACMGLA,0.000,11.000,0.000,0.000,53.000,14.000,63.000,0.000,0.000,0.000,141.000,25.636,0
I40_2021_3,I40,05/10,2021,3,SALMEL,32.000,0.000,0.000,83.000,0.000,0.000,0.000,0.000,0.000,0.000,115.000,20.909,720
I40_2021_3,I40,05/10,2021,3,EROBRA,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.364,0
I40_2021_3,I40,05/10,2021,3,CALSPL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
I40_2021_3,I40,05/10,2021,3,ERIFAS,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
I40_2021_3,I40,05/10,2021,3,BRANIG,10.000,7.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.000,3.091,0
I40_2021_3,I40,05/10,2021,3,SALAPI,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
I40_2021_3,I40,05/10,2021,3,ERICON,15.000,7.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22.000,4.000,0
I40_2021_3,I40,05/10,2021,3,SILGAL,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.364,0
I40_2021_3,I40,05/10,2021,3,OSMTEN,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
I40_2021_3,I40,05/10,2021,3,SISBEL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
I40_2021_3,I40,05/10,2021,3,CALMAC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
I08_2021_3,I08,05/10,2021,3,ERIFAS,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.000,6.000,1.091,0
I08_2021_3,I08,05/10,2021,3,ERICON,10.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.000,1.818,0
I20_2021_3,I20,05/11,2021,3,ERICAL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
I20_2021_3,I20,05/11,2021,3,ACMGLA,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
I20_2021_3,I20,05/11,2021,3,ERIFAS,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,3.000,0.545,0
I20_2021_3,I20,05/11,2021,3,ERICON,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
I20_2021_3,I20,05/11,2021,3,DEIFAS,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
I20_2021_3,I20,05/11,2021,3,CALSPL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
I50_2021_3,I50,05/11,2021,3,ACMGLA,47.000,70.000,56.000,370.000,250.000,3.000,0.000,0.000,59.000,5.000,860.000,156.364,0
