"","Transect","Quad","Year","Round","Date","Temp","Wspd","Start","Time","Veg","Num","Type_pollinator","Bee_type","Size","Long_pol_sp","fine_pollinator","fine_pollinator_size","Tyear"
"359","SS04","20",2021,2,"20-Apr",NA,NA,"10:16","0:00","EROCIC",1,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","SS04_2021_2"
"360","SS04","20",2021,2,"20-Apr",NA,NA,"10:16","3:05","EROCIC",1,"SYP","",NA,"Syphrid fly","SYP","SYP","SS04_2021_2"
"361","SS04","15",2021,2,"20-Apr",NA,NA,"10:45","2:15","GILANG",NA,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","SS04_2021_2"
"362","SS04","15",2021,2,"20-Apr",NA,NA,"10:45","3:57","GILANG",NA,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","SS04_2021_2"
"363","SS04","15",2021,2,"20-Apr",NA,NA,"10:45","9:32","EROCIC",3,"SYP","",NA,"Syphrid fly","SYP","SYP","SS04_2021_2"
"364","SS04","15",2021,2,"20-Apr",NA,NA,"10:45","11:50","EROCIC",NA,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","SS04_2021_2"
"365","SS04","15",2021,2,"20-Apr",NA,NA,"10:45","18:32","EUCCHR",2,"SYP","",NA,"Syphrid fly","SYP","SYP","SS04_2021_2"
"366","SS04","10",2021,2,"20-Apr",NA,NA,"11:12","0:00","GILANG",NA,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","SS04_2021_2"
"367","SS04","10",2021,2,"20-Apr",NA,NA,"11:12","3:32","GILANG",2,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","SS04_2021_2"
"368","SS04","10",2021,2,"20-Apr",NA,NA,"11:12","3:57","GILANG",1,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","SS04_2021_2"
"369","SS04","5",2021,2,"20-Apr",NA,NA,"11:34","1:02","GILANG",NA,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","SS04_2021_2"
"370","SS04","5",2021,2,"20-Apr",NA,NA,"11:34","1:05","PHAPAR",NA,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","SS04_2021_2"
"371","SS04","5",2021,2,"20-Apr",NA,NA,"11:34","1:20","GILANG",1,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","SS04_2021_2"
"372","SS04","5",2021,2,"20-Apr",NA,NA,"11:34","3:33","PHAPAR",NA,"BEE","Native",5,"Tiny black","BEE_Native","BEE_Native_5","SS04_2021_2"
"373","SS04","5",2021,2,"20-Apr",NA,NA,"11:34","3:45","PHAPAR",NA,"BEE","Bombus",NA,"Saddle bumble","BEE_Bombus","BEE_Bombus","SS04_2021_2"
"374","SS04","5",2021,2,"20-Apr",NA,NA,"11:34","5:00","EUCCHR",NA,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","SS04_2021_2"
"375","SS04","5",2021,2,"20-Apr",NA,NA,"11:34","6:58","EROCIC",NA,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","SS04_2021_2"
"376","SS03","0",2021,2,"20-Apr",NA,NA,"12:37","0:38","GILANG",1,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","SS03_2021_2"
"377","SS03","0",2021,2,"20-Apr",NA,NA,"12:37","2:58","GILANG",6,"LID","",NA,"Bombyllid","LID","LID","SS03_2021_2"
"378","SS03","0",2021,2,"20-Apr",NA,NA,"12:37","14:02","GILANG",1,"BEE","Native",5,"black tiny native bee","BEE_Native","BEE_Native_5","SS03_2021_2"
"379","SS03","10",2021,2,"20-Apr",NA,NA,"12:59","0:15","EROBRA",NA,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","SS03_2021_2"
"380","SS03","10",2021,2,"20-Apr",NA,NA,"12:59","7:01","EROBRA",1,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","SS03_2021_2"
"381","SS03","10",2021,2,"20-Apr",NA,NA,"12:59","9:32","EROBRA",17,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","SS03_2021_2"
"382","SS03","15",2021,2,"20-Apr",NA,NA,"13:23","17:32","CRYMUR",NA,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","SS03_2021_2"
"383","SS03","15",2021,2,"20-Apr",NA,NA,"13:23","17:35","CRYMUR",NA,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","SS03_2021_2"
"384","SS03","25",2021,2,"20-Apr",NA,NA,"14:32","2:12","CRYMUR",6,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","SS03_2021_2"
"385","SS03","25",2021,2,"20-Apr",NA,NA,"14:32","4:48","CRYMUR",7,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","SS03_2021_2"
"386","SS03","25",2021,2,"20-Apr",NA,NA,"14:32","4:49","CRYMUR",10,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","SS03_2021_2"
"387","SS03","25",2021,2,"20-Apr",NA,NA,"14:32","6:32","CRYMUR",4,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","SS03_2021_2"
"388","SS03","25",2021,2,"20-Apr",NA,NA,"14:32","11:26","GILANG",1,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","SS03_2021_2"
"389","SS03","25",2021,2,"20-Apr",NA,NA,"14:32","11:28","CRYMUR",1,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","SS03_2021_2"
"390","SS03","25",2021,2,"20-Apr",NA,NA,"14:32","","GILANG",2,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","SS03_2021_2"
"391","SS03","25",2021,2,"20-Apr",NA,NA,"14:32","14:35","CRYMUR",10,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","SS03_2021_2"
"392","SS03","25",2021,2,"20-Apr",NA,NA,"14:32","15:32","CRYMUR",2,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","SS03_2021_2"
"393","SS03","25",2021,2,"20-Apr",NA,NA,"14:32","16:39","CRYMUR",34,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","SS03_2021_2"
"394","I08","5",2021,2,"21-Apr",NA,NA,"9:32","9:32","SALMEL",2,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","I08_2021_2"
"395","I08","5",2021,2,"21-Apr",NA,NA,"9:32","9:42","SALMEL",2,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","I08_2021_2"
"396","I08","5",2021,2,"21-Apr",NA,NA,"9:32","9:44","SALMEL",1,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","I08_2021_2"
"397","I08","5",2021,2,"21-Apr",NA,NA,"9:32","9:45","SALMEL",3,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","I08_2021_2"
"398","I08","5",2021,2,"21-Apr",NA,NA,"9:32","9:48","SALMEL",1,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","I08_2021_2"
"399","I08","5",2021,2,"21-Apr",NA,NA,"9:32","9:50","SALMEL",4,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","I08_2021_2"
"400","I08","5",2021,2,"21-Apr",NA,NA,"9:32","9:51","SALMEL",3,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","I08_2021_2"
"401","I08","5",2021,2,"21-Apr",NA,NA,"9:53","9:53","SALMEL",2,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","I08_2021_2"
"402","I08","5",2021,2,"21-Apr",NA,NA,"9:53","9:57","SALMEL",1,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","I08_2021_2"
"403","I08","5",2021,2,"21-Apr",NA,NA,"9:53","10:00","SALMEL",1,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","I08_2021_2"
"404","I08","10",2021,2,"21-Apr",NA,NA,"10:29","10:48","SALMEL",1,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","I08_2021_2"
"405","I40","10",2021,2,"21-Apr",NA,NA,"12:28","13:22","SALMEL",NA,"BEE","Bombus",NA,"Bombus","BEE_Bombus","BEE_Bombus","I40_2021_2"
"406","I40","10",2021,2,"21-Apr",NA,NA,"11:43","11:49","SALMEL",2,"BEE","Bombus",NA,"Bombus","BEE_Bombus","BEE_Bombus","I40_2021_2"
"407","I40","10",2021,2,"21-Apr",NA,NA,"11:43","12:02","SALMEL",2,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","I40_2021_2"
"408","IRC08","45",2021,2,"26-Apr",16,NA,"12:41","9:05","MUSTARD",NA,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","IRC08_2021_2"
"409","IRC08","45",2021,2,"26-Apr",16,NA,"12:41","16:32","EROCIC",NA,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","IRC08_2021_2"
"410","IRC08","45",2021,2,"26-Apr",16,NA,"12:41","17:08","MUSTARD",NA,"BEE","Native",5,"Native bee","BEE_Native","BEE_Native_5","IRC08_2021_2"
"411","IRC08","35",2021,2,"26-Apr",16,NA,"13:36","9:32","EUCCHR",1,"BEE","Native",5,"Native bee","BEE_Native","BEE_Native_5","IRC08_2021_2"
"412","IRC08","35",2021,2,"26-Apr",16,NA,"13:36","15:28","EROCIC",1,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","IRC08_2021_2"
"413","IRC08","25",2021,2,"26-Apr",16,NA,"14:00","0:00","EUCCHR",NA,"SYP","",NA,"Syphrid fly","SYP","SYP","IRC08_2021_2"
"414","IRC08","25",2021,2,"26-Apr",16,NA,"14:00","9:32","MUSTARD",2,"BEE","Native",10,"Native bee","BEE_Native","BEE_Native_10","IRC08_2021_2"
"415","IRC08","10",2021,2,"26-Apr",16,NA,"15:09","5:03","EUCCHR",1,"SYP","",NA,"Syphrid fly","SYP","SYP","IRC08_2021_2"
"416","I02","30",2021,2,"27-Apr",NA,NA,"9:39","14:01","MUSTARD",1,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","I02_2021_2"
"417","I02","35",2021,2,"27-Apr",NA,NA,"10:00","12:38","SALMEL",NA,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","I02_2021_2"
"418","I02","35",2021,2,"27-Apr",NA,NA,"10:00","13:03","MUSTARD",NA,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","I02_2021_2"
"419","I02","35",2021,2,"27-Apr",NA,NA,"10:00","15:27","SALMEL",NA,"BEE","Bombus",NA,"Bombus","BEE_Bombus","BEE_Bombus","I02_2021_2"
"420","I02","45",2021,2,"27-Apr",NA,NA,"10:27","4:59","SALMEL",NA,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","I02_2021_2"
"421","I02","45",2021,2,"27-Apr",NA,NA,"10:27","13:11","SALMEL",NA,"BEE","Bombus",NA,"Bombus","BEE_Bombus","BEE_Bombus","I02_2021_2"
"422","GYP09","walk",2021,2,"27-Apr",NA,NA,NA,NA,"ESCCAL",NA,"BEE","Native",10,"Halictid","BEE_Native","BEE_Native_10","GYP09_2021_2"
"423","GYP09","25",2021,2,"27-Apr",NA,NA,"12:16","17:02","SALMEL",NA,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","GYP09_2021_2"
"424","GYP09","5",2021,2,"27-Apr",NA,NA,"13:15","14:32","KECANT",4,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","GYP09_2021_2"
"425","GYP09","5",2021,2,"27-Apr",NA,NA,"13:15","15:03","KECANT",1,"BEE","Native",5,"Ceratina/hyleus","BEE_Native","BEE_Native_5","GYP09_2021_2"
"426","GYP09","5",2021,2,"27-Apr",NA,NA,"13:15","","ERICON",1,"BEE","Native",5,"","BEE_Native","BEE_Native_5","GYP09_2021_2"
"427","GYP09","5",2021,2,"27-Apr",NA,NA,"13:15","17:04","KECANT",1,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","GYP09_2021_2"
"428","GYP09","5",2021,2,"27-Apr",NA,NA,"13:15","17:04","KECANT",NA,"BEE","Native",5,"smaller black carpenter bee","BEE_Native","BEE_Native_5","GYP09_2021_2"
"429","GYP09","0",2021,2,"27-Apr",NA,NA,"13:45","9:30","KECANT",NA,"HUM","",NA,"Hummingbird","HUM","HUM","GYP09_2021_2"
"430","GYP01","25",2021,3,"28-Apr",NA,NA,"9:46","0:00","ESCCAL",NA,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","GYP01_2021_3"
"431","GYP01","25",2021,3,"28-Apr",NA,NA,"9:46","2:36","ESCCAL",NA,"BEE","Native",10,"Native bee","BEE_Native","BEE_Native_10","GYP01_2021_3"
"432","GYP01","25",2021,3,"28-Apr",NA,NA,"9:46","10:02","MUSTARD",NA,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","GYP01_2021_3"
"433","GYP01","25",2021,3,"28-Apr",NA,NA,"9:46","16:57","ESCCAL",NA,"BEE","Native",5,"Native bee","BEE_Native","BEE_Native_5","GYP01_2021_3"
"434","GYP01","45",2021,3,"28-Apr",NA,NA,"10:20","0:50","MALSAX",2,"BEE","Native",10,"Native bee","BEE_Native","BEE_Native_10","GYP01_2021_3"
"435","GYP01","45",2021,3,"28-Apr",NA,NA,"10:20","","MALSAX",1,"BEE","Native",10,"Native bee","BEE_Native","BEE_Native_10","GYP01_2021_3"
"436","GYP01","45",2021,3,"28-Apr",NA,NA,"10:20","1:20","SALMEL",NA,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","GYP01_2021_3"
"437","GYP01","30",2021,3,"28-Apr",NA,NA,"10:41","10:35","MUSTARD",5,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","GYP01_2021_3"
"438","GYP08","25",2021,3,"28-Apr",NA,NA,"12:20","0:16","SALMEL",28,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","GYP08_2021_3"
"439","GYP08","25",2021,3,"28-Apr",NA,NA,"12:20","3:28","SALMEL",8,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","GYP08_2021_3"
"440","GYP08","25",2021,3,"28-Apr",NA,NA,"12:20","3:30","SALMEL",3,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","GYP08_2021_3"
"441","GYP08","25",2021,3,"28-Apr",NA,NA,"12:20",NA,"GILANG",NA,"BEE","Native",5,"Native bee","BEE_Native","BEE_Native_5","GYP08_2021_3"
"442","GYP08","25",2021,3,"28-Apr",NA,NA,"12:20","7:20","SALMEL",18,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","GYP08_2021_3"
"443","GYP08","25",2021,3,"28-Apr",NA,NA,"12:20","10:28","SALMEL",4,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","GYP08_2021_3"
"444","GYP08","25",2021,3,"28-Apr",NA,NA,"12:20","10:35","SALMEL",2,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","GYP08_2021_3"
"445","GYP08","25",2021,3,"28-Apr",NA,NA,"12:20","16:32","SALMEL",18,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","GYP08_2021_3"
"446","GYP08","25",2021,3,"28-Apr",NA,NA,"12:20","17:48","SALMEL",2,"BEE","Native",10,"Native bee","BEE_Native","BEE_Native_10","GYP08_2021_3"
"447","GYP08","25",2021,3,"28-Apr",NA,NA,"12:20","18:32","SALMEL",5,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","GYP08_2021_3"
"448","GYP08","25",2021,3,"28-Apr",NA,NA,"12:20","18:48","SALMEL",12,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","GYP08_2021_3"
"449","GYP08","25",2021,3,"28-Apr",NA,NA,"12:40","2:45","SALMEL",7,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","GYP08_2021_3"
"450","GYP08","25",2021,3,"28-Apr",NA,NA,"12:40","5:20","SALMEL",2,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","GYP08_2021_3"
"451","GYP08","25",2021,3,"28-Apr",NA,NA,"12:40","6:28","SALMEL",2,"LID","",NA,"Bombyllid","LID","LID","GYP08_2021_3"
"452","GYP08","25",2021,3,"28-Apr",NA,NA,"12:40","6:32","SALMEL",11,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","GYP08_2021_3"
"453","GYP08","25",2021,3,"28-Apr",NA,NA,"12:40","7:35","SALMEL",12,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","GYP08_2021_3"
"454","GYP08","25",2021,3,"28-Apr",NA,NA,"12:40","9:09","SALMEL",17,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","GYP08_2021_3"
"455","GYP08","25",2021,3,"28-Apr",NA,NA,"12:40","9:13","SALMEL",4,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","GYP08_2021_3"
"456","GYP08","25",2021,3,"28-Apr",NA,NA,"12:40","10:13","SALMEL",1,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","GYP08_2021_3"
"457","GYP08","25",2021,3,"28-Apr",NA,NA,"12:40","10:20","SALMEL",2,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","GYP08_2021_3"
"458","GYP08","25",2021,3,"28-Apr",NA,NA,"12:40","10:40","SALMEL",9,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","GYP08_2021_3"
"459","GYP08","25",2021,3,"28-Apr",NA,NA,"12:40","13:07","SALMEL",6,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","GYP08_2021_3"
"460","GYP08","25",2021,3,"28-Apr",NA,NA,"12:40","19:09","SALMEL",1,"BEE","Native",5,"Native bee","BEE_Native","BEE_Native_5","GYP08_2021_3"
"461","IRC01","walk",2021,3,"29-Apr",NA,NA,"10:00","","CALCAT",NA,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","IRC01_2021_3"
"462","IRC01","walk",2021,3,"29-Apr",NA,NA,"10:00","","EUCCHR",NA,"BEE","Native",5,"Native bee","BEE_Native","BEE_Native_5","IRC01_2021_3"
"463","IRC01","walk",2021,3,"29-Apr",NA,NA,"10:00","","EUCCHR",NA,"LID","",NA,"Bombyllid","LID","LID","IRC01_2021_3"
"464","IRC01","45",2021,3,"29-Apr",NA,NA,"9:52","3:53","EUCCHR",1,"BEE","Native",5,"Native bee","BEE_Native","BEE_Native_5","IRC01_2021_3"
"465","IRC01","45",2021,3,"29-Apr",NA,NA,"9:52","15:00","CALCAT",1,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","IRC01_2021_3"
"466","IRC01","45",2021,3,"29-Apr",NA,NA,"9:52","16:52","EUCCHR",NA,"BEE","Native",5,"Native bee","BEE_Native","BEE_Native_5","IRC01_2021_3"
"467","IRC01","25",2021,3,"29-Apr",NA,NA,"10:28","5:22","EUCCHR",NA,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","IRC01_2021_3"
"468","IRC01","25",2021,3,"29-Apr",NA,NA,"10:28","5:25","EUCCHR",NA,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","IRC01_2021_3"
"469","IRC01","25",2021,3,"29-Apr",NA,NA,"10:28","10:20","EUCCHR",2,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","IRC01_2021_3"
"470","IRC01","25",2021,3,"29-Apr",NA,NA,"10:28","11:12","EUCCHR",4,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","IRC01_2021_3"
"471","IRC01","20",2021,3,"29-Apr",NA,NA,"10:51","1:03","EUCCHR",NA,"LID","",NA,"Bombyllid","LID","LID","IRC01_2021_3"
"472","IRC01","20",2021,3,"29-Apr",NA,NA,"10:51",NA,"DICCAP",NA,"HUM","",NA,"Hummingbird","HUM","HUM","IRC01_2021_3"
"473","IRC01","0",2021,3,"29-Apr",NA,NA,"11:20","0:00","EUCCHR",19,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","IRC01_2021_3"
"474","IRC01","0",2021,3,"29-Apr",NA,NA,"11:20","4:28","EUCCHR",11,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","IRC01_2021_3"
"475","IRC01","0",2021,3,"29-Apr",NA,NA,"11:20","7:31","EUCCHR",3,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","IRC01_2021_3"
"476","IRC01","0",2021,3,"29-Apr",NA,NA,"11:20","7:45","DICCAP",2,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","IRC01_2021_3"
"477","IRC01","0",2021,3,"29-Apr",NA,NA,"11:20","8:53","EUCCHR",1,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","IRC01_2021_3"
"478","IRC01","0",2021,3,"29-Apr",NA,NA,"11:20","10:15","EUCCHR",1,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","IRC01_2021_3"
"479","IRC01","0",2021,3,"29-Apr",NA,NA,"11:20","16:12","EUCCHR",1,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","IRC01_2021_3"
"480","IRC01","0",2021,3,"29-Apr",NA,NA,"11:20","18:28","EUCCHR",2,"BEE","Native",5,"Native bee?","BEE_Native","BEE_Native_5","IRC01_2021_3"
"481","IRC01","45",2021,3,"29-Apr",NA,NA,"12:07","7:02","EUCCHR",NA,"LID","",NA,"Bombyllid","LID","LID","IRC01_2021_3"
"482","BD21","40",2021,3,"30-Apr",NA,NA,"9:00","1:21","SALMEL",21,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","BD21_2021_3"
"483","BD21","40",2021,3,"30-Apr",NA,NA,"9:00","1:32","SALMEL",3,"DIP","",NA,"Diptera","DIP","DIP","BD21_2021_3"
"484","BD21","40",2021,3,"30-Apr",NA,NA,"9:00","2:53","SALMEL",1,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","BD21_2021_3"
"485","BD21","40",2021,3,"30-Apr",NA,NA,"9:00","3:40","SALMEL",35,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","BD21_2021_3"
"486","BD21","40",2021,3,"30-Apr",NA,NA,"9:00","5:20","SALMEL",18,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","BD21_2021_3"
"487","BD21","40",2021,3,"30-Apr",NA,NA,"9:00","5:24","SALMEL",2,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","BD21_2021_3"
"488","BD21","40",2021,3,"30-Apr",NA,NA,"9:00","5:57","SALMEL",10,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","BD21_2021_3"
"489","BD21","40",2021,3,"30-Apr",NA,NA,"9:00","7:02","SALMEL",2,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","BD21_2021_3"
"490","BD21","40",2021,3,"30-Apr",NA,NA,"9:00","7:03","SALMEL",1,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","BD21_2021_3"
"491","BD21","40",2021,3,"30-Apr",NA,NA,"9:00","7:40","SALMEL",6,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","BD21_2021_3"
"492","BD21","40",2021,3,"30-Apr",NA,NA,"9:00","8:11","SALMEL",1,"SYP","",NA,"Syphrid fly","SYP","SYP","BD21_2021_3"
"493","BD21","40",2021,3,"30-Apr",NA,NA,"9:00","8:44","SALMEL",10,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","BD21_2021_3"
"494","BD21","40",2021,3,"30-Apr",NA,NA,"9:00","9:04","SALMEL",34,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","BD21_2021_3"
"495","BD21","40",2021,3,"30-Apr",NA,NA,"9:00","9:58","SALMEL",21,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","BD21_2021_3"
"496","BD21","40",2021,3,"30-Apr",NA,NA,"9:00","10:11","SALMEL",4,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","BD21_2021_3"
"497","BD21","40",2021,3,"30-Apr",NA,NA,"9:00","11:20","SALMEL",11,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","BD21_2021_3"
"498","BD21","40",2021,3,"30-Apr",NA,NA,"9:00","11:23","SALMEL",11,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","BD21_2021_3"
"499","BD21","40",2021,3,"30-Apr",NA,NA,"9:00","12:23","SALMEL",26,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","BD21_2021_3"
"500","BD21","40",2021,3,"30-Apr",NA,NA,"9:00","12:42","SALMEL",1,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","BD21_2021_3"
"501","BD21","40",2021,3,"30-Apr",NA,NA,"9:00","14:22","SALMEL",2,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","BD21_2021_3"
"502","BD21","40",2021,3,"30-Apr",NA,NA,"9:00","14:22","SALMEL",10,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","BD21_2021_3"
"503","BD21","40",2021,3,"30-Apr",NA,NA,"9:00","15:12","SALMEL",2,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","BD21_2021_3"
"504","BD21","40",2021,3,"30-Apr",NA,NA,"9:00","15:23","SALMEL",16,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","BD21_2021_3"
"505","BD21","40",2021,3,"30-Apr",NA,NA,"9:00","15:38","SALMEL",2,"BEE","Native",5,"Native bee","BEE_Native","BEE_Native_5","BD21_2021_3"
"506","BD21","40",2021,3,"30-Apr",NA,NA,"9:00","15:38","SALMEL",NA,"BEE","Native",10,"Halictid","BEE_Native","BEE_Native_10","BD21_2021_3"
"507","BD21","40",2021,3,"30-Apr",NA,NA,"9:00","17:58","SALMEL",1,"BEE","Native",5,"Same as PHAPAR native honey CRYINT","BEE_Native","BEE_Native_5","BD21_2021_3"
"508","BD21","40",2021,3,"30-Apr",NA,NA,"9:00","18:39","SALMEL",12,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","BD21_2021_3"
"509","BD21","40",2021,3,"30-Apr",NA,NA,"9:00","19:01","SALMEL",1,"BEE","Native",10,"Native bee","BEE_Native","BEE_Native_10","BD21_2021_3"
"510","IRC23","walk",2021,3,"30-Apr",NA,NA,NA,"","MUSTARD",NA,"BEE","Native",10,"Anthophorine bee","BEE_Native","BEE_Native_10","IRC23_2021_3"
"511","IRC23","45",2021,3,"30-Apr",NA,NA,"11:45","0:00","CALMAC",NA,"BEE","Native",10,"Anthophorine bee","BEE_Native","BEE_Native_10","IRC23_2021_3"
"512","IRC23","45",2021,3,"30-Apr",NA,NA,"11:45","6:24","ENCCAL",NA,"DIP","",NA,"Diptera","DIP","DIP","IRC23_2021_3"
