Round,Transect,Quad,Species,Number on slide,Total pollen count,Heterospecific pollen yes/no,Heterospecific pollen count,
1,BD21,15,SALMEL,2,56,no,0,
1,BD21,15,SALMEL,3,13,no,0,
1,BD21,15,SALMEL,4,6,no,0,
1,BD21,15,SALMEL,5,1,no,0,
1,BD21,15,SALMEL,6,9,no,0,
1,BD21,15,SALMEL,7,4,no,0,
1,BD21,0,SALMEL,1,0,no,0,
1,BD21,0,SALMEL,2,1,no,0,
1,BD21,0,SALMEL,3,0,no,0,
1,BD21,0,SALMEL,4,0,no,0,
1,BD21,0,SALMEL,5,0,no,0,
1,BD21,45,SALMEL,1,0,no,0,
1,BD21,45,SALMEL,2,1,no,0,
1,BD21,45,SALMEL,3,9,yes,3,
1,BD21,45,SALMEL,4,0,no,0,
1,BD21,45,SALMEL,5,11,no,0,
1,BD21,45,SALMEL,6,2,no,0,
1,BD21,45,SALMEL,7,1,no,0,
1,IRC13,N/A,chaenactis,1,48,no,0,
1,IRC13,N/A,chaenactis,2,133,no,0,
1,IRC13,N/A,chaenactis,3,330,no,0,
1,IRC13,N/A,chaenactis,4,155,no,0,
1,GYP09,30,SALMEL,1,40,no,0,
1,GYP09,30,SALMEL,2,9,no,0,
1,GYP09,30,SALMEL,3,3,no,0,
1,GYP09,30,SALMEL,4,8,no,0,
1,GYP09,30,SALMEL,5,11,no,0,
2,BD21,N/A,EUCCHR,1,66,no,0,
2,BD21,N/A,EUCCHR,2,41,no,0,
2,BD21,N/A,EUCCHR,3,82,no,0,
2,BD21,N/A,EUCCHR,4,60,no,0,
2,BD21,10,KECANT,1,0,no,0,
2,BD21,10,KECANT,2,0,no,0,
2,BD21,10,KECANT,3,8,no,0,
2,BD21,10,KECANT,4,400,no,0,
1,SS04,25-20,EROCIC,1,50,no,0,
1,SS04,25-20,EROCIC,2,18,yes,1,
1,SS04,25-20,EROCIC,3,12,yes,1,
1,SS04,25-20,EROCIC,4,2,no,0,
1,SS04,25-20,EROCIC,5,36,no,0,
1,SS04,25-20,EROCIC,6,113,yes,44,
1,SS04,25-20,EROCIC,7,30,no,0,
1,SS04,25-20,EROCIC,8,44,no,0,
2,IRC01,25,EROCIC,1,56,no,0,
2,IRC01,25,EROCIC,2,89,no,0,
2,IRC01,25,EROCIC,3,63,no,0,
2,IRC01,25,EROCIC,4,58,no,0,
2,IRC01,25,EROCIC,5,82,no,0,
2,GYP01,N/A,SALMEL,1,21,yes,1,
2,GYP01,N/A,SALMEL,2,0,no,0,
2,GYP01,N/A,SALMEL,3,6,no,0,
2,GYP01,N/A,SALMEL,4,10,no,0,
1,GYP09,35,SALMEL,1,1,no,0,
1,GYP09,35,SALMEL,2,4,no,0,
1,GYP09,35,SALMEL,3,2,no,0,
1,GYP09,35,SALMEL,4,0,no,0,
1,GYP09,35,SALMEL,5,0,no,0,
2,IRC01,10,EROCIC,1,84,no,0,
2,IRC01,10,EROCIC,2,60,no,0,
2,IRC01,10,EROCIC,3,90,no,0,
2,IRC01,10,EROCIC,4,60,no,0,
2,IRC01,10,EROCIC,5,63,no,0,
2,IRC01,0,EROCIC,1,60,no,0,
2,IRC01,0,EROCIC,2,65,no,0,
2,IRC01,0,EROCIC,3,65,no,0,
2,IRC01,0,EROCIC,4,82,no,0,
2,IRC01,0,EROCIC,5,67,yes,1,
1,IRC01,15,EROCIC,1,77,no,0,
1,IRC01,15,EROCIC,2,85,no,0,
1,IRC01,15,EROCIC,3,66,no,0,
1,IRC01,15,EROCIC,4,0,no,0,
1,IRC01,15,EROCIC,5,67,no,0,
2,IRC01,5,EROCIC,1,49,no,0,
2,IRC01,5,EROCIC,2,46,no,0,
2,IRC01,5,EROCIC,3,45,yes,3,
2,IRC01,5,EROCIC,4,55,no,0,
2,IRC01,5,EROCIC,5,113,no,0,
2,GYP01,N/A,SALMEL,1,19,no,0,
2,GYP01,N/A,SALMEL,2,5,no,0,
2,GYP01,N/A,SALMEL,3,8,no,0,
2,GYP01,N/A,SALMEL,4,14,no,0,
2,GYP01,N/A,SALMEL,5,1,no,0,
2,GYP01,N/A,SALMEL,1,14,yes,1,
2,GYP01,N/A,SALMEL,2,10,no,0,
2,GYP01,N/A,SALMEL,3,13,no,0,
2,GYP01,N/A,SALMEL,4,6,no,0,
2,GYP01,N/A,SALMEL,5,9,no,0,
1,GYP09,25,SALMEL,1,30,no,0,
1,GYP09,25,SALMEL,2,10,no,0,
1,GYP09,25,SALMEL,3,8,no,0,
1,GYP09,25,SALMEL,4,4,no,0,
1,GYP09,25,SALMEL,5,9,no,0,
1,GYP09,45,SALMEL,1,8,no,0,
1,GYP09,45,SALMEL,2,61,no,0,
1,GYP09,45,SALMEL,3,4,no,0,
1,GYP09,35,SALMEL,1,6,no,0,
1,GYP09,35,SALMEL,2,0,no,0,
1,GYP09,35,SALMEL,3,23,no,0,
1,GYP09,35,SALMEL,4,3,no,0,
1,IRC13,N/A,chaenactis,1,81,yes,22,
1,IRC13,N/A,chaenactis,2,154,yes,13,
1,IRC13,N/A,chaenactis,3,67,no,0,
1,IRC13,N/A,chaenactis,4,41,no,0,
1,IRC13,N/A,chaenactis,5,143,yes,3,
1,IRC13,N/A,chaenactis,6,42,yes,1,
1,IRC13,N/A,chaenactis,7,123,no,0,
1,IRC13,5,EROCIC,1,4,no,0,
1,IRC13,5,EROCIC,2,3,no,0,
1,IRC13,5,EROCIC,3,23,no,0,
1,IRC13,5,EROCIC,4,100,no,0,
1,IRC13,5,EROCIC,5,19,no,0,
1,IRC13,30,EROCIC,1,46,no,0,
1,IRC13,30,EROCIC,2,0,no,0,
1,IRC13,30,EROCIC,3,3,no,0,
1,IRC13,30,EROCIC,4,36,no,0,
1,IRC13,30,EROCIC,5,2,no,0,
1,BD21,30,EUCCHR,1,3,no,0,
1,BD21,30,EUCCHR,2,3,no,0,
1,BD21,30,EUCCHR,3,47,no,0,
1,BD21,30,EUCCHR,4,23,no,0,
1,I02,N/A,SALMEL,1,1,no,0,
1,I02,N/A,SALMEL,2,2,no,0,
1,I02,N/A,SALMEL,3,0,no,0,
1,I02,N/A,SALMEL,4,3,yes,1,
1,I02,N/A,SALMEL,5,0,no,0,
1,I02,N/A,SALMEL,6,2,no,0,
1,GYP09,25,SALMEL,1,4,yes,1,
1,GYP09,25,SALMEL,2,60,no,0,
1,GYP09,25,SALMEL,3,9,no,0,
1,GYP09,25,SALMEL,4,13,no,0,
1,GYP09,25,SALMEL,5,21,no,0,
1,I02,N/A,Lup,1,1,no,0,
1,I02,N/A,Lup,2,6,yes,2,
1,I02,N/A,Lup,3,61,yes,6,
1,GYP09,N/A,EROCIC,1,25,yes,1,
1,GYP09,N/A,EROCIC,2,111,yes,1,
1,GYP09,N/A,EROCIC,3,64,no,0,
1,GYP09,N/A,EROCIC,4,47,yes,5,
1,I02,N/A,EROCIC,1,31,no,0,
1,I02,N/A,EROCIC,2,26,no,0,
1,I02,N/A,EROCIC,3,30,no,0,
1,I02,N/A,EROCIC,4,50,no,0,
1,I02,N/A,SALMEL,1,3,yes,2,
1,I02,N/A,SALMEL,2,8,no,0,
1,I02,N/A,SALMEL,3,27,yes,2,
1,I02,N/A,SALMEL,4,13,yes,2,
1,I02,N/A,SALMEL,5,9,yes,1,
1,I02,N/A,SALMEL,6,30,yes,3,
1,I02,N/A,SALMEL,7,1,yes,1,
1,GYP09,20,SALMEL,1,2,no,0,
1,GYP09,20,SALMEL,2,25,no,0,
1,GYP09,20,SALMEL,3,0,no,0,
1,GYP09,20,SALMEL,4,2,no,0,
1,GYP09,20,SALMEL,5,11,no,0,
1,I02,25,EROCIC,1,4,no,0,
1,I02,25,EROCIC,2,0,no,0,
1,I02,25,EROCIC,3,1,no,0,
1,I02,25,EROCIC,4,22,yes,3,
1,I02,25,EROCIC,5,0,no,0,
1,GYP04,N/A,ERICRA,1,6,no,0,
1,GYP04,N/A,ERICRA,2,1,no,0,
1,GYP04,N/A,ERICRA,3,1,no,0,
1,GYP04,N/A,ERICRA,4,0,no,0,
1,IRC13,45,EROCIC,1,24,no,0,
1,IRC13,45,EROCIC,2,79,no,0,
1,IRC13,45,EROCIC,3,68,no,0,
1,IRC13,45,EROCIC,4,47,no,0,
2,IRC23,N/A,EUCCHR,1,0,no,0,
2,IRC23,N/A,EUCCHR,2,70,no,0,
2,IRC23,N/A,EUCCHR,3,9,no,0,
2,IRC23,10,PHAPAR,1,9,no,0,
2,IRC23,10,PHAPAR,2,66,no,0,
2,IRC23,10,PHAPAR,3,105,no,0,
2,IRC23,10,PHAPAR,1,18,no,0,
2,IRC23,10,PHAPAR,2,11,no,0,
2,IRC23,10,PHAPAR,3,33,yes,1,
1,SS05,40,SALMEL,1,1,no,0,
1,SS05,40,SALMEL,2,1,no,0,
1,SS05,40,SALMEL,3,6,no,0,
1,SS05,40,SALMEL,4,1,no,0,
1,SS05,40,SALMEL,5,0,no,0,
1,SS05,40,SALMEL,6,2,no,0,
1,SS05,25,EROCIC,1,18,no,0,
1,SS05,25,EROCIC,2,9,no,0,
1,SS05,25,EROCIC,3,1,no,0,
1,SS05,25,EROCIC,4,92,no,0,
1,SS05,25,EROCIC,5,71,no,0,
1,IRC23,15,EROCIC,1,4,yes,3,
1,IRC23,15,EROCIC,2,4,no,0,
1,IRC23,15,EROCIC,3,54,yes,1,
1,IRC23,15,EROCIC,4,67,no,0,
1,IRC23,15,EROCIC,5,42,yes,10,
1,I08,20,EROCIC,1,113,yes,2,
1,I08,20,EROCIC,2,105,yes,2,
1,I08,20,EROCIC,3,116,yes,1,
1,I08,20,EROCIC,4,93,yes,4,
1,I08,20,EROCIC,5,62,yes,4,
1,I40,5,SALMEL,1,25,yes,4,
1,I40,5,SALMEL,2,47,yes,6,
1,I40,5,SALMEL,3,0,no,0,
