Transect,Quad,Year,Round,Date,Temp,Wspd,Start,Time,Veg,Num,Type_pollinator,Bee_type,Size,Long_pol_sp
SS05,10,2021,2,8-Apr,21,5,12:04,10:05,BRATOU,3,BEE,Apis,,Apis mellifera
SS05,10,2021,2,8-Apr,21,5,12:04,11:32,BRATOU,5,BEE,Apis,,Apis mellifera
SS05,20,2021,2,8-Apr,20,3,12:33,4:32,CRYMUR,NA,BEE,Native,5,Native bee spp.
SS05,20,2021,2,8-Apr,20,3,12:33,6:10,CRYMUR,2,BEE,Native,5,Native bee spp.
SS05,20,2021,2,8-Apr,20,3,12:33,9:15,CRYMUR,NA,LID,,,Bombyllid
SS05,20,2021,2,8-Apr,20,3,12:33,10:52,CRYMUR,1,BEE,Native,5,Native bee spp.
SS05,20,2021,2,8-Apr,20,3,12:33,16:29,CRYMUR,NA,BEE,Native,5,Native bee spp.
SS05,45,2021,2,8-Apr,21,4,13:01,17:52,MIRLAE,NA,BEE,Native,5,Xylocopa
SS05,45,2021,2,8-Apr,21,4,13:01,19:03,CASEXE,NA,HUM,,,Hummingbird
SS05,45,2021,2,8-Apr,21,4,13:21,7:28,DICCAP,NA,BEE,Apis,,Apis mellifera
SS05,45,2021,2,8-Apr,21,4,13:21,16:12,CRYMUR,9,BEE,Apis,,Apis mellifera
SS05,20,2021,2,8-Apr,21,4,13:42,0:24,CRYMUR,20,BEE,Apis,,Apis mellifera
SS05,20,2021,2,8-Apr,21,4,13:42,0:24,CRYMUR,2,BEE,Native,5,Native bee spp.
SS05,10,2021,2,8-Apr,22,5,14:04,4:00,MIRLAE,NA,BEE,Apis,,Apis mellifera
SS05,10,2021,2,8-Apr,22,5,14:04,4:00,CRYMUR,NA,BEE,Apis,,Apis mellifera
SS05,10,2021,2,8-Apr,22,5,14:04,5:53,BRATOU,2,BEE,Apis,,Apis mellifera
SS05,10,2021,2,8-Apr,22,5,14:04,6:32,DICCAP,2,BEE,Apis,,Apis mellifera
SS05,10,2021,2,8-Apr,22,5,14:04,,MIRLAE,NA,BEE,Bombus,,Bombus
I15,25,2021,2,15-Apr,16,0,10:04,NA,MALSAX,NA,BEE,Native,10,Native bee
I15,20,2021,2,15-Apr,16,2,10:25,nothing,nothing,,NA,,,
I15,15,2021,2,15-Apr,17,4,10:45,NA,EROCIC,NA,BEE,Apis,,Apis mellifera
I15,15,2021,2,15-Apr,17,4,10:45,NA,BRANIG,,BEE,Native,10,Native bee
I14,5,2021,2,15-Apr,18,4,12:24,NA,HIRINC,NA,LID,,,Bombyllid
I14,5,2021,2,15-Apr,18,4,12:24,15:39,HIRINC,2,LID,,,Bombyllid
I14,15,2021,2,15-Apr,18,4,12:45,10:09,HIRINC,NA,BEE,Apis,,Apis mellifera
I14,15,2021,2,15-Apr,18,4,12:45,14:39,HIRINC,NA,FLY,,,butterfly
I14,30,2021,2,15-Apr,18,4,13:07,nothing,nothing,,NA,,,
I14,40,2021,2,15-Apr,18,4,13:28,0:00,GILANG,2,BEE,Native,5,Native bee spp.
I14,40,2021,2,15-Apr,18,4,13:28,4:03,GILANG,2,NA,,,
I14,40,2021,2,15-Apr,18,4,13:28,,HIRINC,1,BEE,Native,5,Native bee
I14,40,2021,2,15-Apr,18,4,13:28,5:30,HIRINC,NA,BEE,Native,5,Native bee
I14,40,2021,2,15-Apr,18,4,13:28,8:09,HIRINC,NA,BEE,Apis,,Apis mellifera
I14,45,2021,2,15-Apr,18,5,13:49,nothing,nothing,,NA,,,
I40,40,2021,2,16-Apr,15,1,9:33,nothing,nothing,,NA,,,
I40,40,2021,2,16-Apr,16,2,9:55,9:56,ERICAL,12,BEE,Apis,,Apis mellifera
I40,40,2021,2,16-Apr,16,2,9:55,9:57,ERICAL,4,BEE,Bombus,,Bombus
I40,40,2021,2,16-Apr,16,2,9:55,10:02,ERICAL,6,BEE,Bombus,,Bombus
I40,40,2021,2,16-Apr,16,2,9:55,10:08,ERICAL,3,BEE,Apis,,Apis mellifera
I40,40,2021,2,16-Apr,16,2,9:55,10:13,ERICAL,1,BEE,Bombus,,Bombus
I40,20,2021,2,16-Apr,17,2,10:18,10:31,ERICAL,3,BEE,Bombus,,Bombus
I40,15,2021,2,16-Apr,18,2,10:40,10:48,GILANG,1,BEE,Bombus,,Bombus
I40,15,2021,2,16-Apr,18,2,10:40,,EUCCHR,3,LID,,,Bombyllid
I40,10,2021,2,16-Apr,18,3,11:09,11:16,GILANG,1,LID,,,Bombyllid
I40,5,2021,2,16-Apr,18,3,11:24,nothing,nothing,,NA,,,
I20,46,2021,2,16-Apr,19,6,14:03,14:03,SALMEL,NA,BEE,Apis,,Apis mellifera
I20,46,2021,2,16-Apr,19,6,14:03,14:05,SALMEL,35,BEE,Apis,,Apis mellifera
I20,46,2021,2,16-Apr,19,6,14:03,14:08,SALMEL,38,BEE,Apis,,Apis mellifera
I20,46,2021,2,16-Apr,19,6,14:03,14:13,SALMEL,NA,BEE,Apis,,Apis mellifera
I20,46,2021,2,16-Apr,19,6,14:03,14:14,SALMEL,2,BEE,Apis,,Apis mellifera
I20,46,2021,2,16-Apr,19,6,14:03,14:15,SALMEL,NA,BEE,Apis,,Apis mellifera
I20,46,2021,2,16-Apr,19,6,14:03,14:16,SALMEL,NA,BEE,Apis,,Apis mellifera
I20,46,2021,2,16-Apr,19,6,14:03,14:16,SALMEL,NA,BEE,Apis,,Apis mellifera
I20,46,2021,2,16-Apr,19,6,14:03,14:17,SALMEL,NA,BEE,Bombus,,Bombus
I20,46,2021,2,16-Apr,19,6,14:03,14:17,SALMEL,NA,BEE,Apis,,Apis mellifera
I20,46,2021,2,16-Apr,19,6,14:03,14:19,SALMEL,7,BEE,Apis,,Apis mellifera
I20,46,2021,2,16-Apr,19,6,14:03,14:20,SALMEL,17,BEE,Apis,,Apis mellifera
I20,46,2021,2,16-Apr,19,6,14:03,14:21,SALMEL,5,BEE,Apis,,Apis mellifera
I20,46,2021,2,16-Apr,19,6,14:03,14:22,SALMEL,8,BEE,Apis,,Apis mellifera
I20,5,2021,2,16-Apr,19,6,14:10,nothing,nothing,,NA,,,
GYP02,45,2021,2,19-Apr,21,2,9:12,2:03,SALMEL,NA,BEE,Apis,,Apis mellifera
GYP02,45,2021,2,19-Apr,21,2,9:12,19:01,SCRCAL,NA,BEE,Apis,,Apis mellifera
GYP02,30,2021,2,19-Apr,23,3,9:40,nothing,nothing,,NA,,,
GYP02,0,2021,2,19-Apr,23,3,10:02,0:00,ERICAL,4,LID,,,Bombyllid
GYP02,0,2021,2,19-Apr,23,3,10:02,0:12,ERICAL,1,LID,,,Bombyllid
GYP02,0,2021,2,19-Apr,23,3,10:02,0:15,ERICAL,1,BEE,Native,10,Osmia
GYP02,0,2021,2,19-Apr,23,3,10:02,3:32,ERICAL,2,LID,,,Bombyllid
GYP02,0,2021,2,19-Apr,23,3,10:02,6:42,ERICAL,2,BEE,Bombus,,Bombus
GYP02,0,2021,2,19-Apr,23,3,10:02,6:55,ERICAL,2,LID,,,Bombyllid
GYP02,0,2021,2,19-Apr,23,3,10:02,6:57,ERICAL,1,BEE,Native,5,Tiny black ant native bee
GYP02,0,2021,2,19-Apr,23,3,10:02,9:50,ERICAL,NA,BEE,Native,10,Anthophorine bee
GYP02,0,2021,2,19-Apr,23,3,10:02,10:05,ERICAL,2,BEE,Native,10,Anthophorine bee
GYP02,0,2021,2,19-Apr,23,3,10:02,10:12,ERICAL,1,BEE,Native,5,Native bee spp.
GYP02,0,2021,2,19-Apr,23,3,10:02,11:05,ERICAL,1,BEE,Native,5,Tiny black native bee
GYP02,0,2021,2,19-Apr,23,3,10:02,13:00,ERICAL,3,HUM,,,Hummingbird
GYP02,0,2021,2,19-Apr,23,3,10:02,15:15,ERICAL,15,BEE,Apis,,Apis mellifera
GYP02,0,2021,2,19-Apr,23,3,10:02,19:42,ERICAL,2,BEE,Native,5,"Native bee, fuzz thorax, black with thin white stripes"
GYP02,0,2021,2,19-Apr,23,3,10:02,19:50,ERICAL,1,BEE,Native,5,"Native bee, tiny, skinny, shiny, no markings on face"
GYP02,0,2021,2,19-Apr,23,3,10:02,19:55,SALMEL,NA,BEE,Apis,,Apis mellifera
GYP04,0,2021,2,19-Apr,25,5,11:40,0:10,ERICAL,NA,BEE,Native,10,Native bee (photo)
GYP04,0,2021,2,19-Apr,25,5,11:40,0:21,ERICAL,NA,BEE,Apis,,Apis mellifera
GYP04,0,2021,2,19-Apr,25,5,11:40,1:15,ERICAL,12,BEE,Native,10,Native bee (photo - same as above)
GYP04,0,2021,2,19-Apr,25,5,11:40,1:21,ERICAL,2,BEE,Apis,,Apis mellifera
GYP04,0,2021,2,19-Apr,25,5,11:40,1:23,ERICAL,2,BEE,Native,5,"Tiny native bee, scopae, <1cm, thorax yellow striped"
GYP04,0,2021,2,19-Apr,25,5,11:40,2:21,SALMEL,NA,BEE,Apis,,Apis mellifera
GYP04,0,2021,2,19-Apr,25,5,11:40,9:32,SALMEL,NA,BEE,Apis,,Apis mellifera
GYP04,0,2021,2,19-Apr,25,5,11:40,9:33,SALMEL,NA,BEE,Apis,,Apis mellifera
GYP04,0,2021,2,19-Apr,25,5,11:40,11:56,ERICAL,5,BEE,Apis,,Apis mellifera
GYP04,0,2021,2,19-Apr,25,5,11:40,12:10,ERICAL,NA,BEE,Apis,,Apis mellifera
GYP04,0,2021,2,19-Apr,25,5,11:40,12:12,SALMEL,NA,BEE,Apis,,Apis mellifera
GYP04,40,2021,2,19-Apr,25,5,12:28,0:00,SALMEL,1,BEE,Apis,,Apis mellifera
GYP04,40,2021,2,19-Apr,25,5,12:28,4:38,SALMEL,3,BEE,Apis,,Apis mellifera
GYP04,40,2021,2,19-Apr,25,5,12:28,5:21,SALMEL,4,BEE,Apis,,Apis mellifera
GYP04,40,2021,2,19-Apr,25,5,12:28,5:46,ERICAL,1,BEE,Native,5,Tiny ant native bee
GYP04,40,2021,2,19-Apr,25,5,12:28,8:32,SALMEL,5,BEE,Apis,,Apis mellifera
GYP04,40,2021,2,19-Apr,25,5,12:28,8:35,KECANT,1,BEE,Native,5,Small black native bee
GYP04,40,2021,2,19-Apr,25,5,12:28,9:10,KECANT,2,BEE,Native,10,Native bee (video)
GYP04,40,2021,2,19-Apr,25,5,12:28,11:28,SALMEL,3,BEE,Apis,,Apis mellifera
GYP04,40,2021,2,19-Apr,25,5,12:28,13:30,KECANT,1,BEE,Native,10,Native bee (video - same as above)
GYP04,40,2021,2,19-Apr,25,5,12:28,15:48,KECANT,1,BEE,Native,10,Native bee (video - same as above)
GYP04,40,2021,2,19-Apr,25,5,12:28,17:02,ERICAL,NA,BEE,Apis,,Apis mellifera
GYP04,40,2021,2,19-Apr,25,5,12:28,17:32,SALMEL,2,BEE,Apis,,Apis mellifera
GYP04,25,2021,2,19-Apr,26,6,13:15,0:00,SALMEL,4,BEE,Apis,,Apis mellifera
GYP04,25,2021,2,19-Apr,26,6,13:15,0:00,SALMEL,5,BEE,Apis,,Apis mellifera
GYP04,25,2021,2,19-Apr,26,6,13:15,0:00,SALMEL,1,LID,,,Bombyllid
GYP04,25,2021,2,19-Apr,26,6,13:15,0:32,SALMEL,1,BEE,Native,5,Native bee spp.
GYP04,25,2021,2,19-Apr,26,6,13:15,9:26,SALMEL,1,BEE,Native,5,Tiny black native bee
GYP04,25,2021,2,19-Apr,26,6,13:15,11:32,SALMEL,2,BEE,Native,5,Tiny black native bee
GYP04,25,2021,2,19-Apr,26,6,13:15,12:21,SALMEL,2,BEE,Native,5,Tiny black native bee
GYP04,25,2021,2,19-Apr,26,6,13:15,16:12,SALMEL,6,BEE,Apis,,Apis mellifera
GYP04,25,2021,2,19-Apr,26,6,13:15,18:12,SALMEL,10,BEE,Apis,,Apis mellifera
GYP04,20,2021,2,19-Apr,25,5,13:43,0:58,SALMEL,3,BEE,Apis,,Apis mellifera
GYP04,20,2021,2,19-Apr,25,5,13:43,2:38,ERICAL,NA,BEE,Native,5,Video bee (seen in GYP-02 too)
GYP04,20,2021,2,19-Apr,25,5,13:43,3:20,SALMEL,2,BEE,Native,5,Eucera
GYP04,20,2021,2,19-Apr,25,5,13:43,5:18,SALMEL,2,BEE,Native,5,Tiny solitary bee
GYP04,20,2021,2,19-Apr,25,5,13:43,5:22,SALMEL,1,BEE,Native,5,Tiny solitary bee
GYP04,20,2021,2,19-Apr,25,5,13:43,6:02,SALMEL,1,BEE,Native,5,Tiny solitary bee
GYP04,20,2021,2,19-Apr,25,5,13:43,6:04,SALMEL,4,BEE,Native,10,Hyleus
GYP04,20,2021,2,19-Apr,25,5,13:43,6:10,SALMEL,3,BEE,Apis,,Apis mellifera
GYP04,20,2021,2,19-Apr,25,5,13:43,8:25,SALMEL,2,BEE,Native,5,Tiny ant like bee
GYP04,20,2021,2,19-Apr,25,5,13:43,8:25,SALMEL,6,BEE,Apis,,Apis mellifera
GYP04,20,2021,2,19-Apr,25,5,13:43,8:32,SALMEL,1,BEE,Native,5,"""Eucera"""
GYP04,20,2021,2,19-Apr,25,5,13:43,8:32,SALMEL,10,BEE,Apis,,Apis mellifera
GYP04,20,2021,2,19-Apr,25,5,13:43,8:32,SALMEL,2,BEE,Native,5,Tiny ant like bee
GYP04,20,2021,2,19-Apr,25,5,13:43,8:32,SALMEL,1,BEE,Native,5,Tiny ant like bee
GYP04,20,2021,2,19-Apr,25,5,13:43,13:01,SALMEL,2,BEE,Apis,,Apis mellifera
GYP04,20,2021,2,19-Apr,25,5,13:43,13:42,SALMEL,1,BEE,Native,5,"""Eucera"""
GYP04,20,2021,2,19-Apr,25,5,13:43,14:30,SALMEL,8,BEE,Native,5,Tiny ant like
GYP04,20,2021,2,19-Apr,25,5,13:43,15:21,SALMEL,7,BEE,Native,5,Tiny ant like
GYP04,20,2021,2,19-Apr,25,5,13:43,15:30,SALMEL,5,BEE,Native,5,Tiny ant like
GYP04,20,2021,2,19-Apr,25,5,13:43,18:31,SALMEL,7,BEE,Native,5,Tiny ant like
GYP04,20,2021,2,19-Apr,25,5,13:43,18:32,SALMEL,11,BEE,Native,5,Tiny ant like
GYP04,20,2021,2,19-Apr,25,5,13:43,19:32,SALMEL,3,BEE,Native,5,Tiny ant like
GYP04,10,2021,2,19-Apr,25,5,14:19,3:32,SALMEL,NA,BEE,Apis,,Apis mellifera
GYP04,10,2021,2,19-Apr,25,5,14:19,8:52,SALMEL,NA,BEE,Native,5,Tiny ant like
GYP04,10,2021,2,19-Apr,25,5,14:19,9:22,SALMEL,5,BEE,Apis,,Apis mellifera
GYP04,10,2021,2,19-Apr,25,5,14:19,12:25,ERICAL,1,LID,,,Bombyllid
GYP04,10,2021,2,19-Apr,25,5,14:19,13:08,SALMEL,8,BEE,Apis,,Apis mellifera
GYP04,10,2021,2,19-Apr,25,5,14:19,14:25,SALMEL,2,BEE,Apis,,Apis mellifera
SS04,45,2021,2,20-Apr,17,4,9:23,1:02,SALMEL,NA,BEE,Apis,,Apis mellifera
SS04,45,2021,2,20-Apr,17,4,9:23,9:12,SALMEL,NA,BEE,Apis,,Apis mellifera
SS04,45,2021,2,20-Apr,17,4,9:23,11:09,SALMEL,NA,BEE,Bombus,,Bombus
SS04,30,2021,2,20-Apr,18,6,9:52,nothing,nothing,,NA,,,
SS04,20,2021,2,20-Apr,18,5,10:16,0:00,EROCIC,1,BEE,Apis,,Apis mellifera
SS04,20,2021,2,20-Apr,18,5,10:16,3:05,EROCIC,1,SYP,,,Syphrid fly
SS04,15,2021,2,20-Apr,19,5,10:45,2:15,GILANG,NA,BEE,Apis,,Apis mellifera
SS04,15,2021,2,20-Apr,19,5,10:45,3:57,GILANG,NA,BEE,Apis,,Apis mellifera
SS04,15,2021,2,20-Apr,19,5,10:45,9:32,EROCIC,3,SYP,,,Syphrid fly
SS04,15,2021,2,20-Apr,19,5,10:45,11:50,EROCIC,NA,BEE,Apis,,Apis mellifera
SS04,15,2021,2,20-Apr,19,5,10:45,18:32,EUCCHR,2,SYP,,,Syphrid fly
SS04,10,2021,2,20-Apr,19,5,11:12,0:00,GILANG,NA,BEE,Apis,,Apis mellifera
SS04,10,2021,2,20-Apr,19,5,11:12,3:32,GILANG,2,BEE,Apis,,Apis mellifera
SS04,10,2021,2,20-Apr,19,5,11:12,3:57,GILANG,1,BEE,Apis,,Apis mellifera
SS04,5,2021,2,20-Apr,19,6,11:34,1:02,GILANG,NA,BEE,Apis,,Apis mellifera
SS04,5,2021,2,20-Apr,19,6,11:34,1:05,PHAPAR,NA,BEE,Apis,,Apis mellifera
SS04,5,2021,2,20-Apr,19,6,11:34,1:20,GILANG,1,BEE,Apis,,Apis mellifera
SS04,5,2021,2,20-Apr,19,6,11:34,3:33,PHAPAR,NA,BEE,Native,5,Tiny black
SS04,5,2021,2,20-Apr,19,6,11:34,3:45,PHAPAR,NA,BEE,Bombus,,Saddle bumble
SS04,5,2021,2,20-Apr,19,6,11:34,5:00,EUCCHR,NA,BEE,Apis,,Apis mellifera
SS04,5,2021,2,20-Apr,19,6,11:34,6:58,EROCIC,NA,BEE,Apis,,Apis mellifera
SS03,0,2021,2,20-Apr,19,6,12:37,0:38,GILANG,1,BEE,Apis,,Apis mellifera
SS03,0,2021,2,20-Apr,19,6,12:37,2:58,GILANG,6,LID,,,Bombyllid
SS03,0,2021,2,20-Apr,19,6,12:37,14:02,GILANG,1,BEE,Native,5,black tiny native bee
SS03,10,2021,2,20-Apr,19,6,12:59,0:15,EROBRA,NA,BEE,Apis,,Apis mellifera
SS03,10,2021,2,20-Apr,19,6,12:59,7:01,EROBRA,1,BEE,Apis,,Apis mellifera
SS03,10,2021,2,20-Apr,19,6,12:59,9:32,EROBRA,17,BEE,Apis,,Apis mellifera
SS03,15,2021,2,20-Apr,19,7,13:23,17:32,CRYMUR,NA,BEE,Apis,,Apis mellifera
SS03,15,2021,2,20-Apr,19,7,13:23,17:35,CRYMUR,NA,BEE,Apis,,Apis mellifera
SS03,45,2021,2,20-Apr,19,8,13:45,nothing,nothing,,NA,,,
SS03,25,2021,2,20-Apr,19,8,14:32,2:12,CRYMUR,6,BEE,Apis,,Apis mellifera
SS03,25,2021,2,20-Apr,19,8,14:32,4:48,CRYMUR,7,BEE,Apis,,Apis mellifera
SS03,25,2021,2,20-Apr,19,8,14:32,4:49,CRYMUR,10,BEE,Apis,,Apis mellifera
SS03,25,2021,2,20-Apr,19,8,14:32,6:32,CRYMUR,4,BEE,Apis,,Apis mellifera
SS03,25,2021,2,20-Apr,19,8,14:32,11:26,GILANG,1,BEE,Apis,,Apis mellifera
SS03,25,2021,2,20-Apr,19,8,14:32,11:28,CRYMUR,1,BEE,Apis,,Apis mellifera
SS03,25,2021,2,20-Apr,19,8,14:32,,GILANG,2,BEE,Apis,,Apis mellifera
SS03,25,2021,2,20-Apr,19,8,14:32,14:35,CRYMUR,10,BEE,Apis,,Apis mellifera
SS03,25,2021,2,20-Apr,19,8,14:32,15:32,CRYMUR,2,BEE,Apis,,Apis mellifera
SS03,25,2021,2,20-Apr,19,8,14:32,16:39,CRYMUR,34,BEE,Apis,,Apis mellifera
I08,10,2021,2,21-Apr,17,5,10:07,nothing,nothing,,NA,,,
I08,5,2021,2,21-Apr,16,4,9:32,9:32,SALMEL,2,BEE,Apis,,Apis mellifera
I08,5,2021,2,21-Apr,16,4,9:32,9:42,SALMEL,2,BEE,Apis,,Apis mellifera
I08,5,2021,2,21-Apr,16,4,9:32,9:44,SALMEL,1,BEE,Apis,,Apis mellifera
I08,5,2021,2,21-Apr,16,4,9:32,9:45,SALMEL,3,BEE,Apis,,Apis mellifera
I08,5,2021,2,21-Apr,16,4,9:32,9:48,SALMEL,1,BEE,Apis,,Apis mellifera
I08,5,2021,2,21-Apr,16,4,9:32,9:50,SALMEL,4,BEE,Apis,,Apis mellifera
I08,5,2021,2,21-Apr,16,4,9:32,9:51,SALMEL,3,BEE,Apis,,Apis mellifera
I08,5,2021,2,21-Apr,17,5,9:53,9:53,SALMEL,2,BEE,Apis,,Apis mellifera
I08,5,2021,2,21-Apr,17,5,9:53,9:57,SALMEL,1,BEE,Apis,,Apis mellifera
I08,5,2021,2,21-Apr,17,5,9:53,10:00,SALMEL,1,BEE,Apis,,Apis mellifera
I08,10,2021,2,21-Apr,18,6,10:29,10:48,SALMEL,1,BEE,Apis,,Apis mellifera
I40,30,2021,2,21-Apr,17,5,11:30,nothing,nothing,,NA,,,
I40,10,2021,2,21-Apr,18,6,12:28,13:22,SALMEL,NA,BEE,Bombus,,Bombus
I40,10,2021,2,21-Apr,17,5,11:43,11:49,SALMEL,2,BEE,Bombus,,Bombus
I40,10,2021,2,21-Apr,17,5,11:43,12:02,SALMEL,2,BEE,Apis,,Apis mellifera
I40,15,2021,2,21-Apr,18,6,12:08,nothing,nothing,,NA,,,
I40,15,2021,2,21-Apr,18,6,12:29,nothing,nothing,,NA,,,
IRC08,45,2021,2,26-Apr,17,4,12:41,9:05,BRANIG,NA,BEE,Apis,,Apis mellifera
IRC08,45,2021,2,26-Apr,17,4,12:41,16:32,EROCIC,NA,BEE,Apis,,Apis mellifera
IRC08,45,2021,2,26-Apr,17,4,12:41,17:08,BRANIG,NA,BEE,Native,5,Native bee
IRC08,35,2021,2,26-Apr,18,5,13:36,9:32,EUCCHR,1,BEE,Native,5,Native bee
IRC08,35,2021,2,26-Apr,18,5,13:36,15:28,EROCIC,1,BEE,Apis,,Apis mellifera
IRC08,25,2021,2,26-Apr,18,6,14:00,0:00,EUCCHR,NA,SYP,,,Syphrid fly
IRC08,25,2021,2,26-Apr,18,6,14:00,9:32,BRANIG,2,BEE,Native,10,Native bee
IRC08,15,2021,2,26-Apr,18,7,14:25,nothing,nothing,,NA,,,
IRC08,5,2021,2,26-Apr,18,7,14:49,nothing,nothing,,NA,,,
IRC08,10,2021,2,26-Apr,18,6,15:09,5:03,EUCCHR,1,SYP,,,Syphrid fly
I02,0,2021,2,27-Apr,14,3,8:37,nothing,nothing,,NA,,,
I02,15,2021,2,27-Apr,15,2,9:03,nothing,nothing,,NA,,,
I02,30,2021,2,27-Apr,16,3,9:39,14:01,HIRINC,1,BEE,Apis,,Apis mellifera
I02,35,2021,2,27-Apr,17,3,10:00,12:38,SALMEL,NA,BEE,Apis,,Apis mellifera
I02,35,2021,2,27-Apr,17,3,10:00,13:03,HIRINC,NA,BEE,Apis,,Apis mellifera
I02,35,2021,2,27-Apr,17,3,10:00,15:27,SALMEL,NA,BEE,Bombus,,Bombus
I02,45,2021,2,27-Apr,17,5,10:27,4:59,SALMEL,NA,BEE,Apis,,Apis mellifera
I02,45,2021,2,27-Apr,17,5,10:27,13:11,SALMEL,NA,BEE,Bombus,,Bombus
GYP09,walk,2021,2,27-Apr,17,5,NA,NA,ESCCAL,NA,BEE,Native,10,Halictid
GYP09,25,2021,2,27-Apr,18,5,12:16,17:02,SALMEL,NA,BEE,Apis,,Apis mellifera
GYP09,20,2021,2,27-Apr,18,6,12:45,nothing,nothing,,NA,,,
GYP09,5,2021,2,27-Apr,18,5,13:15,14:32,KECANT,4,BEE,Apis,,Apis mellifera
GYP09,5,2021,2,27-Apr,18,5,13:15,15:03,KECANT,1,BEE,Native,5,Ceratina/hyleus
GYP09,5,2021,2,27-Apr,18,5,13:15,,ERICON,1,BEE,Native,5,
GYP09,5,2021,2,27-Apr,18,5,13:15,17:04,KECANT,1,BEE,Apis,,Apis mellifera
GYP09,5,2021,2,27-Apr,18,5,13:15,17:04,KECANT,NA,BEE,Native,5,smaller black carpenter bee
GYP09,0,2021,2,27-Apr,18,5,13:45,9:30,KECANT,NA,HUM,,,Hummingbird
GYP01,10,2021,3,28-Apr,17,2,9:00,nothing,nothing,,NA,,,
GYP01,15,2021,3,28-Apr,19,2,9:21,nothing,nothing,,NA,,,
GYP01,25,2021,3,28-Apr,20,2,9:46,0:00,ESCCAL,NA,BEE,Apis,,Apis mellifera
GYP01,25,2021,3,28-Apr,20,2,9:46,2:36,ESCCAL,NA,BEE,Native,10,Native bee
GYP01,25,2021,3,28-Apr,20,2,9:46,10:02,BRANIG,NA,BEE,Apis,,Apis mellifera
GYP01,25,2021,3,28-Apr,20,2,9:46,16:57,ESCCAL,NA,BEE,Native,5,Native bee
GYP01,45,2021,3,28-Apr,21,3,10:20,0:50,MALSAX,2,BEE,Native,10,Native bee
GYP01,45,2021,3,28-Apr,21,3,10:20,,MALSAX,1,BEE,Native,10,Native bee
GYP01,45,2021,3,28-Apr,21,3,10:20,1:20,SALMEL,NA,BEE,Apis,,Apis mellifera
GYP01,30,2021,3,28-Apr,22,3,10:41,10:35,BRANIG,5,BEE,Apis,,Apis mellifera
GYP08,25,2021,3,28-Apr,23,4,12:20,0:16,SALMEL,28,BEE,Apis,,Apis mellifera
GYP08,25,2021,3,28-Apr,23,4,12:20,3:28,SALMEL,8,BEE,Apis,,Apis mellifera
GYP08,25,2021,3,28-Apr,23,4,12:20,3:30,SALMEL,3,BEE,Apis,,Apis mellifera
GYP08,25,2021,3,28-Apr,23,4,12:20,NA,GILANG,NA,BEE,Native,5,Native bee
GYP08,25,2021,3,28-Apr,23,4,12:20,7:20,SALMEL,18,BEE,Apis,,Apis mellifera
GYP08,25,2021,3,28-Apr,23,4,12:20,10:28,SALMEL,4,BEE,Apis,,Apis mellifera
GYP08,25,2021,3,28-Apr,23,4,12:20,10:35,SALMEL,2,BEE,Apis,,Apis mellifera
GYP08,25,2021,3,28-Apr,23,4,12:20,16:32,SALMEL,18,BEE,Apis,,Apis mellifera
GYP08,25,2021,3,28-Apr,23,4,12:20,17:48,SALMEL,2,BEE,Native,10,Native bee
GYP08,25,2021,3,28-Apr,23,4,12:20,18:32,SALMEL,5,BEE,Apis,,Apis mellifera
GYP08,25,2021,3,28-Apr,23,4,12:20,18:48,SALMEL,12,BEE,Apis,,Apis mellifera
GYP08,25,2021,3,28-Apr,23,4,12:40,2:45,SALMEL,7,BEE,Apis,,Apis mellifera
GYP08,25,2021,3,28-Apr,23,4,12:40,5:20,SALMEL,2,BEE,Apis,,Apis mellifera
GYP08,25,2021,3,28-Apr,24,4,12:40,6:28,SALMEL,2,LID,,,Bombyllid
GYP08,25,2021,3,28-Apr,24,4,12:40,6:32,SALMEL,11,BEE,Apis,,Apis mellifera
GYP08,25,2021,3,28-Apr,24,4,12:40,7:35,SALMEL,12,BEE,Apis,,Apis mellifera
GYP08,25,2021,3,28-Apr,24,4,12:40,9:09,SALMEL,17,BEE,Apis,,Apis mellifera
GYP08,25,2021,3,28-Apr,24,4,12:40,9:13,SALMEL,4,BEE,Apis,,Apis mellifera
GYP08,25,2021,3,28-Apr,24,4,12:40,10:13,SALMEL,1,BEE,Apis,,Apis mellifera
GYP08,25,2021,3,28-Apr,24,4,12:40,10:20,SALMEL,2,BEE,Apis,,Apis mellifera
GYP08,25,2021,3,28-Apr,24,4,12:40,10:40,SALMEL,9,BEE,Apis,,Apis mellifera
GYP08,25,2021,3,28-Apr,24,4,12:40,13:07,SALMEL,6,BEE,Apis,,Apis mellifera
GYP08,25,2021,3,28-Apr,24,4,12:40,19:09,SALMEL,1,BEE,Native,5,Native bee
GYP08,15,2021,3,28-Apr,24,4,13:08,nothing,nothing,,NA,,,
GYP08,15,2021,3,28-Apr,24,4,13:28,nothing,nothing,,NA,,,
IRC01,walk,2021,3,29-Apr,23,0,10:00,,CALCAT,NA,BEE,Apis,,Apis mellifera
IRC01,walk,2021,3,29-Apr,23,0,10:00,,EUCCHR,NA,BEE,Native,5,Native bee
IRC01,walk,2021,3,29-Apr,23,0,10:00,,EUCCHR,NA,LID,,,Bombyllid
IRC01,45,2021,3,29-Apr,23,0,9:52,3:53,EUCCHR,1,BEE,Native,5,Native bee
IRC01,45,2021,3,29-Apr,23,0,9:52,15:00,CALCAT,1,BEE,Apis,,Apis mellifera
